file,n_nodes,n_edges,density,avg_degree,diameter_lcc,aspl_lcc,avg_clustering,degree_entropy,node_label_entropy,edge_label_entropy,lap_num_unique_eigs,lap_spectral_entropy,adj_graph_energy,wl_hash,error
118_3_0.json,5.0,4.0,0.4,1.6,4.0,2.0,0.0,0.9709505944546686,2.321928094887362,2.0,5.0,1.6922579284573496,5.464101615137755,cc7d984e2a91de7d07499596367f1165,
119_0_0.json,,,,,,,,,,,,,,,'label'
119_1_0.json,,,,,,,,,,,,,,,'label'
119_2_0.json,,,,,,,,,,,,,,,'label'
119_3_0.json,6.0,6.0,0.4,2.0,2.0,1.6,0.35000000000000003,1.4591479170272446,2.584962500721156,1.9182958340544893,4.0,1.896240625180289,6.172260395302986,f5e12bb731d513259cd98fdd0d44bb4f,
119_4_0.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,1.0,3.0,0.8112781244591327,2.8284271247461903,9225f1f3aedd983e8c8732fc4ae63815,
119_5_0.json,3.0,3.0,1.0,2.0,1.0,1.0,1.0,-0.0,1.584962500721156,1.584962500721156,2.0,1.0,3.9999999999999996,a9a5dc679d834a17474a812a70a37355,
119_6_0.json,7.0,6.0,0.2857142857142857,1.7142857142857142,4.0,2.2857142857142856,0.0,1.3787834934861756,2.8073549220576046,1.7924812503605778,6.0,2.1605889089056434,6.82842712474619,28fbba821ee8b7f627e085b7843867e8,
11_0_0.json,,,,,,,,,,,,,,,'label'
11_1_0.json,,,,,,,,,,,,,,,'label'
120_0_0.json,6.0,5.0,0.3333333333333333,1.6666666666666667,3.0,1.8666666666666667,0.0,1.2516291673878228,2.584962500721156,2.321928094887362,5.0,1.8682999793257822,5.8186258223528196,013e9efe9e9f1df242b2cf2d20e2b9b1,
121_0_0.json,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,1.0,-0.0,2.0,-0.0,2.0,446c1261528b73e14459dd989322347b,
121_0_1.json,,,,,,,,,,,,,,,'label'
121_1_1.json,,,,,,,,,,,,,,,'label'
121_2_0.json,6.0,6.0,0.4,2.0,3.0,1.7333333333333334,0.0,1.4591479170272446,2.584962500721156,2.2516291673878226,6.0,2.0045978383050014,6.32455532033676,dfbf44b409841ea3b4ad1d0879423203,
121_3_0.json,,,,,,,,,,,,,,,'label'
122_2_0.json,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,1.0,-0.0,2.0,-0.0,2.0,b980311927f526ebf0fb620034297565,
122_3_0.json,6.0,6.0,0.4,2.0,3.0,1.7333333333333334,0.25,1.7924812503605778,2.584962500721156,1.7924812503605778,6.0,1.943484867510966,6.485204316658384,816bea5090b7627bcf8bc3fe288280f4,
123_0_1.json,4.0,3.0,0.5,1.5,3.0,1.6666666666666667,0.0,1.0,2.0,1.584962500721156,4.0,1.3188798585163943,4.47213595499958,04c50c583d1d3e4b66261c1b33178f9f,
123_1_0.json,6.0,5.0,0.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,0.0,0.6500224216483541,2.584962500721156,1.5219280948873621,3.0,1.7709505944546686,4.47213595499958,608563917eb4de53c4479f3a2dd2701c,
123_2_0.json,8.0,8.0,0.2857142857142857,2.0,4.0,2.2142857142857144,0.2708333333333333,1.8112781244591327,3.0,2.1556390622295662,8.0,2.4021417627537134,9.781400935117022,0e6424c58bff5fca4d29d654a8db465f,
123_3_1.json,,,,,,,,,,,,,,,'label'
123_4_0.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,898fafd787fdaf6fc155760457b402ee,
124_0_0.json,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,1.0,-0.0,2.0,-0.0,2.0,3e7a0efcb5b243dc73a96a552dc1b4f4,
124_1_0.json,4.0,4.0,0.6666666666666666,2.0,2.0,1.3333333333333333,0.5833333333333334,1.5,2.0,1.5,4.0,1.4056390622295671,4.962388608184031,9a15fce440ce352db8ab6c6091d47790,
