file,n_nodes,n_edges,density,avg_degree,diameter_lcc,aspl_lcc,avg_clustering,degree_entropy,node_label_entropy,edge_label_entropy,lap_num_unique_eigs,lap_spectral_entropy,adj_graph_energy,wl_hash
0_0_0.json,3,2,0.6666666666666666,1.3333333333333333,2,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,0.0,3,0.8112781244591327,2.8284271247461903,4c5b6bd890ad10212fd432130da79237
0_0_1.json,6,4,0.26666666666666666,1.3333333333333333,2,1.3333333333333333,0.0,0.9182958340544896,2.584962500721156,0.0,3,1.8112781244591334,5.6568542494923815,3a68683b866cf38ee4ca056583e57ee1
0_1_0.json,4,3,0.5,1.5,2,1.5,0.0,0.8112781244591328,2.0,0.0,3,1.251629167387824,3.4641016151377544,287ce6871d0240985380fcc2efcab1e3
0_2_5.json,4,3,0.5,1.5,2,1.5,0.0,0.8112781244591328,2.0,0.0,3,1.2516291673878228,3.4641016151377544,ddb1b0347966144dc10a85cd54a48f14
100_0_0.json,4,3,0.5,1.5,3,1.6666666666666667,0.0,1.0,2.0,0.0,4,1.3188798585163937,4.47213595499958,77ea4b2a27cafc5d2a66386b32d3866e
100_1_1.json,5,4,0.4,1.6,4,2.0,0.0,0.9709505944546686,2.321928094887362,0.0,5,1.6922579284573502,5.464101615137754,0231c46e441f774152d86934d1a17133
100_2_0.json,1,0,0.0,0.0,0,0.0,0.0,-0.0,-0.0,0.0,1,0.0,0.0,716f9b9bf8b0473065fea6929d748552
101_0_0.json,5,4,0.4,1.6,3,1.8,0.0,1.3709505944546687,2.321928094887362,0.0,5,1.6384126382386341,5.226251859505506,3a9e6f4ca282011de68ae0d709f93cf2
101_0_1.json,15,14,0.13333333333333333,1.8666666666666667,6,2.9904761904761905,0.0,1.5589385323502771,3.773557262275185,0.0,10,3.171634980030165,13.840833957618315,e697b488b2ed66f5a26072dfffb47c14
101_1_0.json,6,5,0.3333333333333333,1.6666666666666667,4,2.1333333333333333,0.0,1.4591479170272446,2.584962500721156,0.0,6,1.9446649707592885,6.155367074350508,31af5420238071a74e6503d5562b0c74
101_2_0.json,5,4,0.4,1.6,2,1.6,0.0,0.7219280948873623,2.321928094887362,0.0,3,1.5487949406953994,3.9999999999999996,191d9108185493c9b5c3439e0a9007cf
101_4_0.json,5,4,0.4,1.6,3,1.8,0.0,1.3709505944546687,2.321928094887362,0.0,5,1.6384126382386341,5.226251859505506,8c50755e9c07c26408861268066ab1e2
102_0_0.json,2,1,1.0,1.0,1,1.0,0.0,-0.0,1.0,0.0,2,-0.0,2.0,451c4496e2fc83893c05f9d0950f2ddb
102_1_0.json,10,9,0.2,1.8,6,2.888888888888889,0.0,1.6854752972273346,3.321928094887362,0.0,8,2.6926498131822383,10.774100579006207,87e00823a5828993a1bacbeaf6349cea
103_0_0.json,8,7,0.25,1.75,4,2.2142857142857144,0.0,1.5487949406953985,3.0,0.0,7,2.319453412788489,8.375130651205511,be6a78c7b8b31b5cde9ee90fdc8fbd1f
104_0_0.json,6,5,0.3333333333333333,1.6666666666666667,3,1.8666666666666667,0.0,1.2516291673878228,2.584962500721156,0.0,5,1.8682999793257826,5.81862582235282,fa71d52a060db60978764cafa645e21d
104_1_0.json,6,5,0.3333333333333333,1.6666666666666667,3,1.9333333333333333,0.0,0.9182958340544896,2.584962500721156,0.0,5,1.899830333030796,6.0,7a73d4b86cec47f92323850525021db9
104_2_0.json,7,6,0.2857142857142857,1.7142857142857142,5,2.4761904761904763,0.0,1.4488156357251847,2.8073549220576046,0.0,6,2.19720291484442,7.7274066103125465,64915ce86b84ffe6a87174fef73761de
104_3_0.json,10,9,0.2,1.8,6,2.977777777777778,0.0,1.6854752972273344,3.321928094887362,0.0,8,2.69470559217787,10.736777397802559,beff1831928ebb8484a154ea3ef1b8b0
104_3_1.json,7,6,0.2857142857142857,1.7142857142857142,3,1.9047619047619047,0.0,1.1488348542809168,2.8073549220576046,0.0,5,2.0465701451564566,6.324555320336758,7a6380befcef100445645a352851f0e1
105_0_2.json,11,10,0.18181818181818182,1.8181818181818181,5,2.690909090909091,0.0,1.4911148500551858,3.2776134368191165,0.0,8,2.7567430509049977,10.229060717022833,c8e72b894730535e93dd2afb97148afb
105_1_1.json,5,4,0.4,1.6,2,1.6,0.0,0.7219280948873623,2.321928094887362,0.0,3,1.5487949406953994,3.9999999999999996,a6c7507baf8879b85b4b6e1de188c80e
